type_crue,crue_binaire,ts_maj,dest,type,mnemoligne,nomarret,idarret,idligne,harret,etat,nomligne
ALM,,2022-01-21T09:34:01+01:00,IUT BELLE-BEILLE,OMNIART,"""1""",DESJARDINS,3168401,268435457,2022-01-20T09:31:12+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-21T09:34:01+01:00,AVRILLE ADEZIERE,OMNIART,"""3""",MAISON DE LA DANSE,3168447,268435459,2022-01-20T09:30:28+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-21T09:34:01+01:00,AVRILLE ADEZIERE,OMNIART,"""3""",CHATEAU ERIGNE,3168300,268435459,2022-01-20T09:31:07+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-21T09:34:01+01:00,SAINT BARTHELEMY,CITYART,"""4""",JULES FERRY,3168616,268435460,2022-01-20T09:30:51+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-21T09:34:01+01:00,IUT BELLE-BEILLE,CITYART,"""1""",MENDES FRANCE,3168755,268435457,2022-01-20T09:31:30+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-21T09:34:01+01:00,IUT BELLE-BEILLE,AGORA0123456789ABCDEFART,"""1""",IUT,3168576,268435457,2022-01-20T09:30:28+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-21T09:34:01+01:00,TRELAZE QUANTINIERE,City_GNV_A,"""2""",MARECHAL LECLERC,3168661,268435458,2022-01-20T09:30:48+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
EXCEPTIONNELLE,,2022-01-21T09:34:01+01:00,TRELAZE QUANTINIERE,City_GNV_A,"""2""",8 MAI TRELAZE,3169681,268435458,2022-01-20T09:30:21+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-21T09:34:01+01:00,MONTREUIL JUIGNE,CITYSTD,"""7""",GASNIER,3168499,268435463,2022-01-20T09:30:37+01:00,LIGN,HOPITAL <> MONTREUIL JUIGNE
ALM,,2022-01-21T09:34:01+01:00,CIRCULAIRE SENS A,CITYSTD,"""5""",5A VERNEAU AQUAVITA,3169601,268435461,2022-01-20T09:40:00+01:00,TDEP,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-21T09:34:01+01:00,ZI EST,City_GNV_S,"""6""",ZI EST,3168412,268435462,2022-01-20T09:30:54+01:00,DEVP,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-21T09:34:01+01:00,TERRA BOTANICA,CITADIS,"""A""",ACACIAS,3168062,268435471,2022-01-20T09:31:33+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-21T09:34:01+01:00,AVRILLE ARDENNE,CITADIS,"""A""",HAUTS DE ST AUBIN,3168099,268435471,2022-01-20T09:31:24+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-21T09:34:01+01:00,AVRILLE ARDENNE,INTOURO,"""34""",TANCELLERIE,3169485,268435490,2022-01-20T09:30:31+01:00,LIGN,PLESSIS MACE MEIGNANNE <> GARE
ALM,,2022-01-21T09:12:36+01:00,AVRILLE ADEZIERE,MAN City,"""3""",AVRILLE ADEZIERE,3169890,268435459,2022-01-20T09:09:06+01:00,TARR,MURS ERIGNE <> ADEZIERE SALETTE
CENTENAIRE,,2022-01-21T09:34:01+01:00,ESPACE ANJOU,OMNICITY,"""9""",TALET,3169917,268435465,2022-01-20T09:31:19+01:00,LIGN,ESPACE ANJOU <> EVENTARD
EXCEPTIONNELLE,,2022-01-21T09:34:01+01:00,ESPACE ANJOU,OMNICITY,"""9""",TALET,3169917,268435465,2022-01-20T09:31:19+01:00,LIGN,ESPACE ANJOU <> EVENTARD
ALM,,2022-01-21T09:34:01+01:00,MOUL MARCILLE par TRELAZE,OMNICITY,"""12""",BIRGE,3168219,268435468,2022-01-20T09:30:32+01:00,LIGN,M-MARCILLE <> ST AUBIN LA SALLE
ALM,,2022-01-21T09:34:01+01:00,BOUCHEMAINE CENTRE,OMNICITY,"""6""",COINTREAU,3168361,268435462,2022-01-20T09:31:15+01:00,DEVP,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-21T09:34:01+01:00,SAINTE GEMMES,OMNICITY,"""11""",L'HOIRIE,3168689,268435467,2022-01-20T09:30:23+01:00,HLP,LAC MAINE <> STE GEMMES CL ANJOU
ALM,,2022-01-21T09:34:01+01:00,CIRCULAIRE SENS B,OMNICITY,"""5""",ROCH EPINE,3168953,268435461,2022-01-20T09:31:22+01:00,LIGN,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-21T09:34:01+01:00,ZI EST,OMNICITY,"""6""",GROUPE COMMERCIAL,3168541,268435462,2022-01-20T09:31:26+01:00,LIGN,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-21T09:34:01+01:00,DEPOT ST BARTH,MAN City,"""2""",DEPOT ST BARTH,3168396,268435458,2022-01-20T09:30:21+01:00,HLPR,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-21T09:34:01+01:00,BEAUCOUZE L'ATOLL,MAN City,"""4""",ELYSEE,3169809,268435460,2022-01-20T09:30:50+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
CENTENAIRE,,2022-01-21T09:34:01+01:00,BANCHAIS,OMNIART,"""2""",MAIRIE DE TRELAZE,3168727,268435458,2022-01-20T09:30:37+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
EXCEPTIONNELLE,,2022-01-21T09:34:01+01:00,BANCHAIS,OMNIART,"""2""",MAIRIE DE TRELAZE,3168727,268435458,2022-01-20T09:30:37+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-21T09:34:01+01:00,SAINT BARTHELEMY,OMNIART,"""4""",ROI DE POLOGNE,3169711,268435460,2022-01-20T09:30:25+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-21T09:34:01+01:00,BANCHAIS,OMNIART,"""2""",MENDES FRANCE,3168754,268435458,2022-01-20T09:30:59+01:00,DEV,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-21T09:34:01+01:00,AVRILLE ADEZIERE,OMNIART,"""3""",RABELAIS,3168918,268435459,2022-01-20T09:31:17+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-21T09:34:01+01:00,MONPLAISIR,CITYART,"""1""",DUNANT,3168422,268435457,2022-01-20T09:31:21+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-21T09:34:01+01:00,TEST NOIR,AGORA0123456789ABCDEFART,"""4""",DEPOT C T B,3168929,268435460,2022-01-20T09:30:09+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-21T09:34:01+01:00,TEST NOIR,AGORA0123456789ABCDEFART,"""3""",DEPOT C T B,3168929,268435459,2022-01-20T09:40:57+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-21T09:34:01+01:00,CLINIQUE DE L'ANJOU,CITYSTD,"""11""",GARES BREMONT,3168511,268435467,2022-01-20T09:30:41+01:00,LIGN,LAC MAINE <> STE GEMMES CL ANJOU
ALM,,2022-01-21T09:34:01+01:00,CIRCULAIRE SENS A,CITYSTD,"""5""",ACADEMIE,3169586,268435461,2022-01-20T09:31:15+01:00,LIGN,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-21T09:34:01+01:00,CIRCULAIRE SENS B,CITYSTD,"""5""",BIRGE,3168218,268435461,2022-01-20T09:30:45+01:00,LIGN,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-21T09:34:01+01:00,MONTREUIL JUIGNE,CITYSTD,"""7""",ESPERANTO,3168448,268435463,2022-01-20T09:31:12+01:00,LIGN,HOPITAL <> MONTREUIL JUIGNE
ALM,,2022-01-21T09:34:01+01:00,LORRAINE,CITYSTD,"""7""",REPUBLIQUE MONTREUIL,3168795,268435463,2022-01-20T09:30:26+01:00,LIGN,HOPITAL <> MONTREUIL JUIGNE
ALM,,2022-01-21T09:34:01+01:00,ANGERS ROSERAIE,CITADIS,"""A""",CHU - HOPITAL,3168072,268435471,2022-01-20T09:31:39+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-21T09:34:01+01:00,ANGERS ROSERAIE,CITADIS,"""A""",FOCH HARAS,3168071,268435471,2022-01-20T09:31:28+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-21T09:34:01+01:00,AVRILLE ARDENNE,CITADIS,"""A""",STRASBOURG,3168110,268435471,2022-01-20T09:30:30+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-21T09:34:01+01:00,ANGERS GARES,INTOURO,"""39""",MONPROFIT,3168780,268435495,2022-01-20T09:30:41+01:00,LIGN,LA MEMBROLLE <> GARE
ALM,,2022-01-21T09:32:58+01:00,ANGERS,INTOURO,"""30""",LES PLANTES,3169936,268435486,2022-01-20T09:50:00+01:00,HLPS,SARRIGNE PLESSIS <> GARE
ALM,,2022-01-21T09:34:01+01:00,SAINT AUBIN LA SALLE,OMNICITY,"""12""",ALLUMETTES,3168127,268435468,2022-01-20T09:31:27+01:00,LIGN,M-MARCILLE <> ST AUBIN LA SALLE
ALM,,2022-01-21T09:34:01+01:00,BOUCHEMAINE CHANTOURTEAU,OMNICITY,"""6""",CHANTOURTEAU,3169888,268435462,2022-01-20T09:30:49+01:00,LIGN,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-21T09:34:01+01:00,ZI EST,OMNICITY,"""6""",MARCEL VIGNE,3169796,268435462,2022-01-20T09:30:28+01:00,LIGN,BOUCHEMAINE <> Z I  EST
CENTENAIRE,,2022-01-21T09:34:01+01:00,L'HOIRIE LAC DE MAINE,OMNICITY,"""11""",GRAND MAINE,3168512,268435467,2022-01-20T09:35:01+01:00,LIGN,LAC MAINE <> STE GEMMES CL ANJOU
DECENNALE,,2022-01-21T09:34:01+01:00,L'HOIRIE LAC DE MAINE,OMNICITY,"""11""",GRAND MAINE,3168512,268435467,2022-01-20T09:35:01+01:00,LIGN,LAC MAINE <> STE GEMMES CL ANJOU
EXCEPTIONNELLE,,2022-01-21T09:34:01+01:00,L'HOIRIE LAC DE MAINE,OMNICITY,"""11""",GRAND MAINE,3168512,268435467,2022-01-20T09:35:01+01:00,LIGN,LAC MAINE <> STE GEMMES CL ANJOU
CENTENAIRE,,2022-01-21T09:34:01+01:00,AQUAVITA VERNEAU,GX 327,"""8""",CENTRE COMMERCIAL,3168286,268435464,2022-01-20T09:30:26+01:00,LIGN,PONTS DE CE <>  AQUAVITA HOPITAL
EXCEPTIONNELLE,,2022-01-21T09:34:01+01:00,AQUAVITA VERNEAU,GX 327,"""8""",CENTRE COMMERCIAL,3168286,268435464,2022-01-20T09:30:26+01:00,LIGN,PONTS DE CE <>  AQUAVITA HOPITAL
ALM,,2022-01-21T09:34:01+01:00,ZI EST,GX 327,"""6""",SECURITE SOCIALE,3168997,268435462,2022-01-20T09:30:51+01:00,LIGN,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-21T09:34:01+01:00,SAINT BARTHELEMY,MAN City,"""4""",BEAUCOUZE HAUTE ROCH,3168188,268435460,2022-01-20T09:30:29+01:00,TDEP,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-21T09:34:01+01:00,SAINT BARTHELEMY,MAN City,"""4""",LA BARRE provisoire,3168505,268435460,2022-01-20T09:30:06+01:00,DEVP,BEAUCOUZE <> ST BARTHELEMY
CENTENAIRE,,2022-01-21T09:34:01+01:00,MURS ERIGNE,CITYART,"""3""",BEAUREPAIRE,3168192,268435459,2022-01-20T09:30:31+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
EXCEPTIONNELLE,,2022-01-21T09:34:01+01:00,MURS ERIGNE,CITYART,"""3""",BEAUREPAIRE,3168192,268435459,2022-01-20T09:30:31+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-21T09:34:01+01:00,TEST NOIR,CITYART,"""14""",DEPOT ST BARTH,3168396,268435470,2022-01-20T09:38:37+01:00,LIGN,BELLE BEILLE EXPRESS <> GARES
ALM,,2022-01-21T09:34:01+01:00,TRELAZE QUANTINIERE,City_GNV_A,"""2""",SOLEIL LEVANT,3169009,268435458,2022-01-20T09:31:09+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-21T09:34:01+01:00,TEST NOIR,City_GNV_A,"""2""",DEPOT ST BARTH,3168396,268435458,2022-01-20T09:38:57+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
EXCEPTIONNELLE,,2022-01-21T09:34:01+01:00,TRELAZE QUANTINIERE,City_GNV_A,"""2""",PYRAMIDE,3168916,268435458,2022-01-20T09:30:41+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-21T09:34:01+01:00,CIRCULAIRE SENS A,CITYSTD,"""5""",APPENTIS,3168137,268435461,2022-01-20T09:30:41+01:00,LIGN,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-21T09:34:01+01:00,LORRAINE,CITYSTD,"""7""",ECHMAN,3168431,268435463,2022-01-20T09:30:56+01:00,LIGN,HOPITAL <> MONTREUIL JUIGNE
ALM,,2022-01-21T09:34:01+01:00,AQUAVITA VERNEAU,CITYSTD,"""8""",GARES SEMARD,3168999,268435464,2022-01-20T09:30:36+01:00,LIGN,PONTS DE CE <>  AQUAVITA HOPITAL
ALM,,2022-01-21T09:34:01+01:00,AVRILLE ARDENNE,CITADIS,"""A""",BOIS DU ROY,3168093,268435471,2022-01-20T09:31:20+01:00,LIGN,ARDENNE <> ROSERAIE
CENTENAIRE,,2022-01-21T09:34:01+01:00,AVRILLE ARDENNE,CITADIS,"""A""",ST SERGE UNIVERSITE,3169964,268435471,2022-01-20T09:32:20+01:00,LIGN,ARDENNE <> ROSERAIE
EXCEPTIONNELLE,,2022-01-21T09:34:01+01:00,AVRILLE ARDENNE,CITADIS,"""A""",ST SERGE UNIVERSITE,3169964,268435471,2022-01-20T09:32:20+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-21T09:34:01+01:00,ANGERS ROSERAIE,CITADIS,"""A""",JEAN XXIII,3168074,268435471,2022-01-20T09:31:53+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-21T09:34:01+01:00,LES GARES,Low Entry,"""13""",REPUBLIQUE MONTREUIL,3168795,268435484,2022-01-20T09:31:18+01:00,LIGN,EXPRESS MONTREUIL <> GARES
ALM,,2022-01-21T09:31:01+01:00,AVRILLE ARDENNE,CITADIS,"""A""",ANGERS - ROSERAIE,3168088,268435471,2022-01-20T09:30:40+01:00,TDEP,ARDENNE <> ROSERAIE
CENTENAIRE,,2022-01-21T09:30:55+01:00,MOULIN MARCILLE,GX 327,"""8""",MOULIN MARCILLE,3169654,268435464,2022-01-20T09:27:07+01:00,TARR,PONTS DE CE <>  AQUAVITA HOPITAL
EXCEPTIONNELLE,,2022-01-21T09:30:55+01:00,MOULIN MARCILLE,GX 327,"""8""",MOULIN MARCILLE,3169654,268435464,2022-01-20T09:27:07+01:00,TARR,PONTS DE CE <>  AQUAVITA HOPITAL
EXCEPTIONNELLE,,2022-01-21T09:29:35+01:00,MONTREUIL JUIGNE,GX 327,"""7""",BENE,3168208,268435463,2022-01-20T09:23:13+01:00,TARR,HOPITAL <> MONTREUIL JUIGNE
ALM,,2022-01-21T09:25:40+01:00,,OMNICITY,"""""",SORTIE DEPOT ST BART,3168397,268435469,2022-01-20T09:51:00+01:00,HLP,
ALM,,2022-01-21T09:27:00+01:00,ANGERS GARES,INTOURO,"""35""",GARES SEMARD,3169202,268435491,2022-01-20T09:22:43+01:00,TARR,ST LEGER St LAMBERT <> GARE
ALM,,2022-01-21T09:33:36+01:00,AVRILLE ADEZIERE,OMNIART,"""3""",MURS ERIGNE,3168807,268435459,2022-01-20T09:41:00+01:00,TDEP,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-21T09:34:01+01:00,EVENTARD par MONPLAISIR,OMNICITY,"""9""",DEBUSSY,3168383,268435465,2022-01-20T09:30:34+01:00,LIGN,ESPACE ANJOU <> EVENTARD
ALM,,2022-01-21T09:34:01+01:00,TRELAZE SAINT LEZIN,OMNICITY,"""10""",GARES PAPIN,3168497,268435466,2022-01-20T09:30:27+01:00,LIGN,ST LEZIN SORGES <> SCHWEITZER
ALM,,2022-01-21T09:34:01+01:00,SCHWEITZER,OMNICITY,"""10""",BOURSE,3168239,268435466,2022-01-20T09:31:03+01:00,LIGN,ST LEZIN SORGES <> SCHWEITZER
ALM,,2022-01-21T09:34:01+01:00,BOUCHEMAINE CHANTOURTEAU,OMNICITY,"""6""",FRONT DE MAINE,3168487,268435462,2022-01-20T09:32:08+01:00,LIGN,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-21T09:34:01+01:00,L'HOIRIE LAC DE MAINE,OMNICITY,"""11""",MORELLERIE,3168803,268435467,2022-01-20T09:31:09+01:00,LIGN,LAC MAINE <> STE GEMMES CL ANJOU
ALM,,2022-01-21T09:34:01+01:00,SCHWEITZER,GX 327,"""10""",Passage par TALOT,3169531,268435466,2022-01-20T09:31:33+01:00,LIGN,ST LEZIN SORGES <> SCHWEITZER
ALM,,2022-01-21T09:34:01+01:00,SAINT BARTHELEMY,MAN City,"""4""",CENTRE EQUESTRE,3168287,268435460,2022-01-20T09:30:36+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-21T09:34:01+01:00,TRELAZE QUANTINIERE,MAN City,"""2""",FOCH MAISON BLEUE,3168469,268435458,2022-01-20T09:31:30+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-21T09:34:01+01:00,SAINT BARTHELEMY,MAN City,"""4""",LORRAINE,3169288,268435460,2022-01-20T09:30:31+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-21T09:34:01+01:00,TEST NOIR,CITYART,"""3""",DEPOT ST BARTH,3168396,268435459,2022-01-20T09:36:02+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-21T09:34:01+01:00,MONPLAISIR,CITYART,"""1""",CONSTANT LEMOINE,3169615,268435457,2022-01-20T09:31:15+01:00,DEVP,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-21T09:34:01+01:00,MONPLAISIR,CITYART,"""1""",ACADEMIE,3169817,268435457,2022-01-20T09:31:15+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-21T09:34:01+01:00,SAINT SYLVAIN,City_GNV_A,"""2""",7 SONNETTES,3169000,268435458,2022-01-20T09:30:54+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-21T09:34:01+01:00,SAINTE GEMMES,CITYSTD,"""11""",LA VENRIE,3169061,268435467,2022-01-20T09:30:57+01:00,LIGN,LAC MAINE <> STE GEMMES CL ANJOU
ALM,,2022-01-21T09:34:01+01:00,TEST NOIR,CITYSTD,"""11""",DEPOT C T B,3168929,268435467,2022-01-20T09:38:50+01:00,LIGN,LAC MAINE <> STE GEMMES CL ANJOU
ALM,,2022-01-21T09:34:01+01:00,CIRCULAIRE SENS A,CITYSTD,"""5""",VANDELLANT,3169558,268435461,2022-01-20T09:31:44+01:00,LIGN,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-21T09:34:01+01:00,ANGERS GARES,MAN STARTE,"""36""",DUMESNIL,3168421,268435492,2022-01-20T09:30:28+01:00,LIGN,ST MARTIN St JEAN <> GARE
ALM,,2022-01-21T09:31:56+01:00,SORGES,OMNICITY,"""10""",SCHWEITZER,3168992,268435466,2022-01-20T09:36:00+01:00,TDEP,ST LEZIN SORGES <> SCHWEITZER
ALM,,2022-01-21T09:34:01+01:00,EVENTARD par MONPLAISIR,OMNICITY,"""9""",PAUL BERT,3168838,268435465,2022-01-20T09:31:22+01:00,LIGN,ESPACE ANJOU <> EVENTARD
ALM,,2022-01-21T09:34:01+01:00,SAINT AUBIN LA SALLE,OMNICITY,"""12""",ARCEAU,3168145,268435468,2022-01-20T09:30:33+01:00,LIGN,M-MARCILLE <> ST AUBIN LA SALLE
ALM,,2022-01-21T09:34:01+01:00,TEST NOIR,OMNICITY,"""7""",DEPOT ST BARTH,3168396,268435463,2022-01-20T09:34:16+01:00,LIGN,HOPITAL <> MONTREUIL JUIGNE
ALM,,2022-01-21T09:34:01+01:00,MAIRIE DES PONTS DE CE,GX 327,"""8""",ROI DE POLOGNE,3169711,268435464,2022-01-20T09:30:41+01:00,LIGN,PONTS DE CE <>  AQUAVITA HOPITAL
ALM,,2022-01-21T09:34:01+01:00,MOUL MARCILLE par TRELAZE,GX 327,"""12""",CORMIER,3168362,268435468,2022-01-20T09:31:06+01:00,LIGN,M-MARCILLE <> ST AUBIN LA SALLE
ALM,,2022-01-21T09:34:01+01:00,BEAUCOUZE  HAUTE ROCHE,MAN City,"""4""",GARDOT,3168493,268435460,2022-01-20T09:29:55+01:00,DEVP,BEAUCOUZE <> ST BARTHELEMY
EXCEPTIONNELLE,,2022-01-21T09:34:01+01:00,MURS ERIGNE,MAN City,"""3""",BELLE POULE,3168204,268435459,2022-01-20T09:30:56+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-21T09:34:01+01:00,MONPLAISIR,OMNIART,"""1""",SAINT JACQUES,3168981,268435457,2022-01-20T09:31:35+01:00,DEVP,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-21T09:34:01+01:00,BEAUCOUZE L'ATOLL,CITYART,"""4""",CENTRE EQUESTRE,3168288,268435460,2022-01-20T09:30:57+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
CENTENAIRE,,2022-01-21T09:34:01+01:00,IUT BELLE-BEILLE,CITYART,"""1""",BEAUREPAIRE,3168191,268435457,2022-01-20T09:31:36+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
EXCEPTIONNELLE,,2022-01-21T09:34:01+01:00,IUT BELLE-BEILLE,CITYART,"""1""",BEAUREPAIRE,3168191,268435457,2022-01-20T09:31:36+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-21T09:34:01+01:00,IUT BELLE-BEILLE,AGORA0123456789ABCDEFART,"""1""",MARIUS BRIANT,3169794,268435457,2022-01-20T09:30:17+01:00,DEVP,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-21T09:34:01+01:00,TRELAZE QUANTINIERE,City_GNV_A,"""2""",ECLATERIES,3168432,268435458,2022-01-20T09:30:33+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-21T09:34:01+01:00,SAINT SYLVAIN,City_GNV_A,"""2""",JUSTICES,3168623,268435458,2022-01-20T09:31:49+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-21T09:34:01+01:00,CIRCULAIRE SENS B,CITYSTD,"""5""",DUMONT D'URVILLE,3168424,268435461,2022-01-20T09:30:32+01:00,LIGN,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-21T09:34:01+01:00,ANGERS ROSERAIE,CITADIS,"""A""",TERRA BOTANICA,3168066,268435471,2022-01-20T09:30:44+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-21T09:34:01+01:00,ANGERS GARES,MERCEDES,"""33""",LA FONTAINE FENEU,3169193,268435489,2022-01-20T09:30:33+01:00,LIGN,FENEU CANTENAY <> GARE
